ship_date,origin_zone,dest_zone,carrier,service_level,package_weight_lbs,package_length_in,package_width_in,package_height_in,package_volume_cubic_in,insurance_value,transit_time_days,shipping_cost_usd
2024-04-04,1,1,FedEx,STANDARD,1.81,14.3,13.9,4.3,862.39,609.82,5.85,11.81
2023-10-08,5,5,FedEx,EXPRESS,3.17,20.3,14.9,5.9,1784.08,248.77,2.33,23.83
2024-04-16,3,3,DHL,STANDARD,9.17,22.6,19.1,15.0,6465.59,1069.84,5.27,26.99
2024-09-03,9,6,FedEx,ECONOMY,1.5,13.4,8.5,2.9,333.8,800.17,7.43,11.67
2023-03-26,7,1,OnTrac,OVERNIGHT,7.76,23.7,18.8,10.4,4625.79,1843.11,1.6,30.71
2024-03-26,7,7,LaserShip,PRIORITY,5.93,18.8,11.5,8.3,1787.56,1283.88,4.15,11.8
2024-06-14,7,1,UPS,OVERNIGHT,6.35,15.3,15.8,5.5,1323.64,352.03,0.97,33.0
2023-01-19,6,2,Amazon_Logistics,STANDARD,10.55,27.7,21.6,15.7,9405.16,1690.52,7.32,21.84
2023-04-10,7,9,FedEx,STANDARD,1.5,12.9,8.5,2.6,289.47,797.58,6.91,15.23
2023-11-29,4,6,UPS,PRIORITY,3.63,15.0,12.1,4.1,731.41,161.99,3.08,17.81
2023-04-26,9,9,OnTrac,OVERNIGHT,2.73,13.0,8.9,4.0,459.34,1812.79,2.75,28.9
2023-12-05,3,4,UPS,PRIORITY,1.67,10.8,10.7,3.5,407.88,301.42,3.43,13.97
2024-08-16,3,2,FedEx,EXPRESS,3.66,13.5,12.2,5.1,843.55,1903.07,1.78,21.32
2024-07-01,8,8,OnTrac,STANDARD,4.85,16.2,9.9,8.4,1344.33,1849.07,8.18,12.78
2023-10-17,6,6,Amazon_Logistics,ECONOMY,1.19,14.7,10.4,3.3,505.54,885.13,10.44,10.41
2024-03-27,5,5,DHL,STANDARD,0.88,11.7,7.6,1.8,161.97,121.78,6.17,14.75
2024-02-04,5,8,Amazon_Logistics,OVERNIGHT,8.15,25.8,20.2,11.8,6171.77,84.84,1.73,30.5
2024-03-20,2,2,UPS,PRIORITY,0.67,9.8,8.3,2.3,184.34,1192.22,4.42,13.67
2023-12-28,9,1,DHL,STANDARD,10.0,23.9,16.7,7.6,3045.89,1819.01,6.93,20.44
2023-07-11,6,8,Amazon_Logistics,EXPRESS,0.72,10.1,8.4,1.5,129.68,310.21,3.7,15.39
2023-05-25,2,6,USPS,STANDARD,4.96,16.5,10.4,8.6,1462.22,177.81,5.06,14.45
2023-05-20,1,4,OnTrac,EXPRESS,6.15,14.8,11.0,8.2,1347.2,881.14,2.42,22.31
2024-02-08,9,3,DHL,ECONOMY,3.89,18.8,15.0,6.2,1730.75,751.98,8.02,12.8
2024-12-27,7,6,UPS,STANDARD,5.9,14.3,8.5,8.5,1034.27,1199.79,3.81,14.97
2023-08-17,2,6,LaserShip,PRIORITY,1.28,12.7,10.9,3.0,416.14,1120.35,4.89,14.8
2023-05-01,5,3,DHL,PRIORITY,3.4,16.8,12.9,5.6,1207.07,172.19,4.06,23.67
2023-08-31,6,5,OnTrac,EXPRESS,3.44,16.5,11.7,7.6,1477.96,1399.98,3.55,21.08
2023-08-10,2,5,DHL,EXPRESS,0.68,9.8,10.6,2.1,216.57,759.59,2.76,28.55
2023-12-19,3,9,LaserShip,PRIORITY,1.3,12.1,7.7,3.4,319.22,1295.59,7.26,15.1
2024-03-01,6,1,DHL,ECONOMY,4.92,17.2,15.8,6.1,1645.97,624.64,9.77,10.34
2024-03-27,8,4,FedEx,PRIORITY,2.57,13.1,12.1,3.8,603.8,1999.95,2.66,18.2
2024-12-19,5,2,FedEx,OVERNIGHT,1.03,12.1,7.1,2.0,173.02,1544.04,1.15,31.13
2023-12-15,1,6,LaserShip,ECONOMY,0.96,8.9,8.3,1.9,144.94,270.79,14.37,9.89
2023-06-27,3,3,DHL,EXPRESS,4.65,16.9,12.4,8.2,1726.9,1544.48,2.81,28.71
2023-03-20,8,1,LaserShip,EXPRESS,10.44,24.4,20.4,10.2,5065.14,734.96,3.18,22.33
2024-08-27,8,5,OnTrac,EXPRESS,4.98,12.6,11.3,9.6,1357.64,1569.76,2.61,20.63
2023-06-06,4,5,FedEx,ECONOMY,7.88,26.0,19.0,11.6,5714.61,1808.91,7.86,19.03
2024-07-02,8,8,FedEx,PRIORITY,5.48,20.9,13.5,7.1,2009.95,1558.47,4.94,21.62
2024-07-28,7,3,Amazon_Logistics,ECONOMY,2.98,14.6,11.0,3.5,552.66,1604.51,6.88,8.52
2023-10-01,1,8,FedEx,PRIORITY,3.98,17.2,14.3,6.3,1533.25,1113.54,4.61,20.12
2024-10-17,2,5,USPS,ECONOMY,2.08,13.0,7.8,3.1,310.6,1528.6,7.6,7.02
2024-02-11,9,3,UPS,STANDARD,9.33,25.2,18.3,12.6,5840.1,192.51,6.56,23.34
2023-07-18,6,1,FedEx,STANDARD,11.73,25.0,17.6,13.2,5797.55,115.98,4.79,21.15
2024-01-26,4,7,Amazon_Logistics,PRIORITY,1.75,13.3,8.9,2.0,239.67,756.08,4.19,13.78
2024-06-26,2,6,USPS,PRIORITY,2.56,14.5,11.2,4.4,717.59,283.82,4.61,13.08
2024-10-22,3,8,UPS,STANDARD,10.35,25.8,19.1,10.3,5080.37,1234.54,6.58,25.91
2023-08-08,5,4,USPS,OVERNIGHT,2.6,14.5,13.0,3.9,730.67,1102.12,1.49,22.58
2024-09-25,9,7,OnTrac,ECONOMY,1.18,13.0,7.5,2.5,246.99,1554.58,13.86,11.34
2024-04-27,2,1,FedEx,PRIORITY,3.45,13.9,10.8,4.0,605.57,845.45,2.14,16.96
2023-06-19,8,2,LaserShip,ECONOMY,1.8,13.2,9.5,3.1,384.03,1675.01,4.67,5.95
2023-05-12,9,1,DHL,ECONOMY,6.37,15.0,9.8,8.6,1262.67,1035.6,8.53,12.59
2023-11-08,5,7,FedEx,EXPRESS,1.72,13.9,10.2,3.7,530.43,1233.47,2.74,20.37
2023-02-14,7,3,FedEx,ECONOMY,4.82,15.6,11.0,10.6,1818.61,1339.75,8.17,12.43
2023-04-12,2,9,Amazon_Logistics,PRIORITY,0.83,10.0,9.4,1.8,170.38,1019.58,4.45,11.57
2023-08-21,1,7,Amazon_Logistics,ECONOMY,7.32,22.5,17.9,11.2,4536.59,96.63,8.11,15.67
2023-08-01,5,1,DHL,PRIORITY,2.98,15.3,15.1,6.1,1399.21,1579.15,3.27,17.85
2024-05-16,2,6,UPS,EXPRESS,2.86,14.4,12.5,2.9,518.11,98.23,2.63,25.27
2023-11-27,3,8,Amazon_Logistics,PRIORITY,4.2,16.3,11.1,7.6,1381.35,962.28,5.69,16.5
2023-08-09,2,8,FedEx,EXPRESS,1.05,14.3,8.9,2.7,342.53,593.95,1.93,20.15
2023-10-18,1,6,USPS,EXPRESS,4.95,18.5,14.7,4.6,1244.44,1035.61,2.61,20.1
2023-05-27,8,5,LaserShip,ECONOMY,1.23,13.9,9.8,2.9,393.46,1509.05,7.22,6.25
2024-06-07,6,1,FedEx,PRIORITY,5.08,15.7,10.8,7.8,1328.46,670.53,2.7,16.95
2023-11-06,7,7,USPS,PRIORITY,6.41,16.3,12.5,6.7,1364.18,885.08,4.32,16.16
2024-09-05,3,8,DHL,PRIORITY,5.29,17.1,12.3,9.1,1923.78,1000.07,4.57,25.9
2024-11-03,5,2,LaserShip,ECONOMY,4.79,14.2,12.1,8.0,1368.24,854.75,9.82,5.37
2023-07-05,3,9,DHL,ECONOMY,3.34,17.0,14.1,6.1,1476.88,649.21,14.85,17.39
2024-01-14,5,5,USPS,PRIORITY,11.52,26.3,18.8,10.8,5354.72,1209.22,3.05,22.84
2024-08-07,8,6,DHL,EXPRESS,8.07,26.4,16.8,14.5,6431.51,94.29,3.28,39.61
2024-10-24,7,5,LaserShip,PRIORITY,3.25,15.8,13.0,9.0,1833.23,1960.25,5.84,10.32
2023-09-12,7,6,USPS,OVERNIGHT,0.73,11.0,8.9,1.7,164.27,1604.18,1.37,21.91
2024-10-08,1,3,OnTrac,EXPRESS,1.02,9.7,8.6,2.4,200.02,1359.4,2.48,17.82
2023-09-26,3,2,DHL,OVERNIGHT,3.7,11.6,10.1,4.6,539.18,1559.25,1.06,34.09
2023-03-03,7,1,UPS,PRIORITY,0.87,10.0,8.2,1.8,144.13,315.34,2.66,13.81
2023-05-02,6,8,DHL,PRIORITY,1.47,12.7,9.0,2.8,319.54,1152.1,4.99,19.87
2024-08-14,7,6,Amazon_Logistics,PRIORITY,4.7,15.6,13.9,8.7,1881.46,564.59,4.97,15.74
2024-10-28,3,8,USPS,OVERNIGHT,0.87,11.2,8.3,2.0,182.39,780.1,1.43,19.59
2024-10-28,5,5,Amazon_Logistics,OVERNIGHT,7.23,14.1,12.2,10.1,1728.49,898.08,1.87,29.53
2024-01-04,8,4,Amazon_Logistics,PRIORITY,1.31,9.8,8.5,2.6,221.54,280.1,3.86,11.73
2024-03-12,3,8,USPS,STANDARD,1.57,9.6,9.7,2.5,234.36,1622.92,10.09,9.86
2024-01-15,6,2,LaserShip,PRIORITY,1.11,7.5,7.8,2.3,135.27,1088.92,3.1,11.47
2024-01-02,3,6,UPS,EXPRESS,0.56,9.5,7.9,2.8,210.81,456.24,2.83,23.16
2024-12-19,4,8,FedEx,EXPRESS,1.38,13.3,9.1,3.1,379.46,728.18,2.97,23.49
2024-07-28,8,9,Amazon_Logistics,PRIORITY,2.78,14.9,10.6,4.2,665.75,1227.78,5.94,15.43
2023-03-12,5,7,USPS,OVERNIGHT,4.35,13.2,13.5,6.9,1229.78,1440.55,1.62,29.29
2023-07-13,7,2,Amazon_Logistics,STANDARD,2.93,11.0,14.5,4.6,737.27,1945.04,6.02,10.15
2024-11-05,8,8,OnTrac,OVERNIGHT,5.09,16.8,12.8,8.7,1863.69,1039.55,2.13,28.81
2023-01-13,3,3,FedEx,ECONOMY,3.5,23.5,20.0,13.1,6163.11,1010.7,9.23,16.31
2024-10-25,2,9,LaserShip,OVERNIGHT,3.33,14.0,10.6,4.7,690.61,615.21,2.17,24.39
2023-12-22,4,6,FedEx,PRIORITY,0.94,9.0,6.9,1.8,112.82,1790.9,4.54,17.8
2023-04-11,5,4,LaserShip,OVERNIGHT,5.43,17.2,12.6,7.2,1565.71,1913.14,2.04,26.17
2023-01-14,5,9,UPS,EXPRESS,1.82,13.4,9.6,3.2,408.66,1010.12,3.12,21.69
2024-05-20,3,3,FedEx,ECONOMY,4.86,15.7,11.1,7.2,1256.78,1252.71,6.34,10.94
2023-07-05,1,1,Amazon_Logistics,PRIORITY,1.25,9.7,9.2,3.0,268.3,100.47,3.89,13.48
2023-12-03,5,4,OnTrac,ECONOMY,0.65,8.4,7.4,1.8,109.73,839.01,12.24,6.77
2024-01-05,8,9,OnTrac,OVERNIGHT,3.16,17.5,11.2,6.6,1289.22,1287.4,2.32,28.83
2023-04-14,4,7,UPS,STANDARD,4.35,20.4,12.2,3.3,816.73,912.55,9.1,17.91
2024-08-26,3,8,OnTrac,OVERNIGHT,6.84,24.5,17.1,13.5,5641.75,973.66,2.33,35.21
2023-01-03,3,6,FedEx,PRIORITY,4.49,17.7,15.3,8.5,2295.27,645.44,3.76,17.78
2023-07-30,7,3,LaserShip,PRIORITY,4.33,16.7,13.4,5.5,1243.3,1034.81,3.66,15.21
2023-07-05,4,8,USPS,PRIORITY,1.55,12.0,9.0,2.9,307.78,542.27,5.26,11.76
2024-12-22,2,1,FedEx,EXPRESS,3.51,16.8,13.6,4.8,1093.1,1891.32,1.65,26.16
2023-06-18,7,4,LaserShip,ECONOMY,2.72,14.4,11.2,4.5,726.66,1628.82,11.82,7.09
2023-08-03,4,3,Amazon_Logistics,PRIORITY,8.27,24.6,17.0,7.6,3178.15,1991.98,4.92,19.96
2024-08-18,5,8,DHL,STANDARD,1.56,13.2,10.1,3.0,404.5,189.2,7.62,16.93
2024-07-21,8,4,DHL,ECONOMY,2.55,14.9,12.3,3.9,717.33,1170.85,10.12,12.16
2023-11-13,5,8,USPS,OVERNIGHT,0.6,8.6,6.2,1.8,96.75,1765.86,1.75,22.34
2023-06-06,5,9,OnTrac,STANDARD,1.59,11.5,10.3,3.1,371.6,1695.87,9.83,11.56
2024-01-09,5,6,DHL,EXPRESS,6.68,26.5,17.9,13.2,6250.5,738.22,2.36,39.86
2024-03-30,9,4,DHL,OVERNIGHT,5.15,18.7,12.7,5.2,1241.19,1110.91,1.29,43.17
2023-06-11,9,8,USPS,STANDARD,0.9,9.1,8.5,1.9,147.25,566.64,6.95,10.63
2023-09-24,2,3,Amazon_Logistics,ECONOMY,1.35,12.0,8.1,3.3,325.25,793.87,8.78,5.39
2024-10-06,9,6,LaserShip,PRIORITY,3.24,10.4,10.8,5.4,612.05,406.13,5.02,12.46
2024-03-31,9,1,Amazon_Logistics,STANDARD,1.83,12.0,9.5,2.5,281.83,87.44,6.63,9.36
2024-04-10,8,9,OnTrac,PRIORITY,9.51,25.1,18.0,13.2,5969.15,306.39,5.24,23.48
2024-01-05,6,6,Amazon_Logistics,EXPRESS,1.98,14.1,12.7,3.3,585.09,791.98,3.07,19.09
2024-11-24,6,9,Amazon_Logistics,PRIORITY,1.04,10.2,8.2,1.9,161.16,1069.36,3.76,12.64
2023-05-23,5,8,OnTrac,ECONOMY,2.0,11.9,7.5,2.9,260.9,743.03,12.46,11.02
2023-12-11,7,5,OnTrac,OVERNIGHT,4.68,14.0,11.3,7.5,1188.8,1745.48,2.22,29.54
2024-11-18,8,5,OnTrac,OVERNIGHT,6.14,14.2,12.3,8.6,1503.48,1567.98,2.31,25.81
2024-08-29,4,1,LaserShip,ECONOMY,0.87,9.2,7.0,1.9,124.02,966.09,11.57,3.97
2024-03-11,7,3,Amazon_Logistics,ECONOMY,7.09,15.5,12.2,7.0,1320.35,491.97,6.02,10.05
2024-12-23,4,1,Amazon_Logistics,OVERNIGHT,7.89,28.9,18.0,11.7,6059.48,634.25,1.21,35.62
2024-02-17,4,7,FedEx,STANDARD,0.76,7.8,9.2,1.6,113.02,1552.19,6.05,14.79
2023-09-19,3,9,DHL,OVERNIGHT,2.04,11.8,11.5,5.2,705.89,1126.16,2.26,34.84
2024-06-02,9,7,OnTrac,STANDARD,4.61,18.8,14.0,5.4,1427.44,1913.8,10.56,14.28
2023-11-06,6,9,DHL,ECONOMY,4.6,19.3,12.2,5.1,1208.75,1354.98,15.29,19.08
2023-05-21,8,4,LaserShip,PRIORITY,3.14,13.6,11.0,3.2,484.76,565.22,5.27,11.3
2024-05-05,5,5,UPS,EXPRESS,4.93,15.2,12.3,7.5,1404.28,422.48,3.61,24.76
2023-01-18,6,8,OnTrac,STANDARD,4.05,17.4,13.1,6.7,1515.62,1125.37,7.96,16.93
2023-06-21,5,2,LaserShip,PRIORITY,0.96,11.4,7.5,1.4,123.66,1356.48,3.53,11.98
2023-09-05,6,3,DHL,STANDARD,4.81,14.5,15.2,4.9,1082.23,93.71,6.73,15.06
2023-07-06,6,8,OnTrac,OVERNIGHT,5.58,15.3,12.8,8.1,1599.62,520.32,2.78,24.56
2023-11-20,4,9,DHL,EXPRESS,3.08,20.9,14.1,5.2,1535.57,1866.72,3.54,32.82
2023-04-28,3,2,OnTrac,PRIORITY,0.8,9.9,9.2,1.6,142.25,1484.37,2.91,13.02
2023-11-29,1,9,FedEx,EXPRESS,2.91,15.2,10.5,2.4,391.47,1279.51,3.19,26.59
2023-06-18,7,6,USPS,OVERNIGHT,6.19,18.0,10.7,8.8,1698.2,950.08,1.17,27.13
2023-11-06,1,9,OnTrac,EXPRESS,2.53,13.3,10.9,4.2,610.43,819.75,3.46,21.25
2023-06-27,4,5,DHL,STANDARD,3.24,16.0,12.5,6.6,1323.7,577.98,8.17,18.04
2023-06-23,4,9,USPS,OVERNIGHT,4.02,13.2,11.2,9.4,1397.02,1449.0,1.86,26.89
2023-12-14,7,3,USPS,EXPRESS,1.93,12.9,8.8,2.7,310.07,1994.37,3.27,19.34
2024-10-02,3,5,DHL,STANDARD,1.66,12.1,8.3,2.6,262.94,28.44,7.87,17.04
2023-07-11,2,6,Amazon_Logistics,ECONOMY,3.36,19.2,11.9,6.9,1584.21,914.15,9.73,10.84
2024-07-26,9,8,OnTrac,ECONOMY,2.7,16.8,14.4,4.4,1056.9,1703.61,13.49,12.77
2024-09-24,4,2,DHL,PRIORITY,4.62,17.4,16.5,6.2,1785.82,333.36,4.27,22.29
2024-07-07,3,1,DHL,PRIORITY,3.9,17.3,11.3,7.3,1431.28,680.85,3.87,21.55
2023-10-05,4,3,UPS,ECONOMY,0.91,10.5,9.3,2.0,195.18,1713.73,6.18,7.04
2024-05-07,9,6,DHL,STANDARD,1.48,12.8,9.8,2.9,359.38,807.66,5.88,15.19
2023-10-01,3,8,USPS,EXPRESS,4.24,19.6,14.8,6.5,1872.12,1872.29,3.15,18.83
2024-10-04,7,4,USPS,PRIORITY,7.61,25.7,18.8,12.9,6206.32,1509.98,2.08,21.92
2023-08-09,1,5,UPS,PRIORITY,4.61,15.2,11.0,8.8,1475.28,725.51,4.65,20.35
2023-05-21,2,8,FedEx,OVERNIGHT,4.42,19.2,12.1,7.1,1648.25,327.84,1.6,35.23
2023-05-23,5,2,OnTrac,ECONOMY,3.65,13.2,12.5,6.8,1111.78,1833.1,6.62,8.94
2024-08-04,4,4,UPS,PRIORITY,1.84,13.1,12.7,3.7,612.26,961.58,2.72,18.68
2023-10-10,6,7,DHL,ECONOMY,5.5,15.8,11.3,8.2,1463.45,1102.98,13.67,19.02
2023-12-09,4,4,DHL,ECONOMY,5.26,15.4,10.4,7.5,1204.73,1511.93,8.19,13.0
2024-09-04,9,8,LaserShip,OVERNIGHT,0.68,10.3,8.0,2.0,165.51,1410.49,2.21,18.75
2024-06-14,2,1,USPS,ECONOMY,0.65,10.9,8.8,1.4,139.03,1806.75,5.01,3.57
2023-06-05,9,3,FedEx,ECONOMY,2.24,13.9,9.4,3.4,450.08,662.95,8.33,8.89
2023-05-12,2,4,Amazon_Logistics,STANDARD,4.73,14.8,12.2,7.3,1331.41,1170.46,8.73,14.16
2023-11-20,8,1,USPS,ECONOMY,6.55,20.9,19.5,13.5,5479.02,272.57,9.64,12.8
2024-06-14,1,9,DHL,STANDARD,8.96,21.3,16.3,13.8,4817.88,1348.81,9.35,29.24
2024-07-28,7,5,UPS,OVERNIGHT,1.85,12.5,7.8,3.5,337.87,1494.15,1.45,29.64
2023-09-19,1,7,Amazon_Logistics,OVERNIGHT,4.15,15.2,14.7,6.5,1461.87,1403.77,2.23,25.76
2023-04-04,2,8,Amazon_Logistics,OVERNIGHT,1.45,12.7,8.1,3.0,306.3,581.31,2.06,23.58
2024-03-15,7,6,FedEx,EXPRESS,5.77,23.7,19.5,11.2,5175.59,902.59,3.44,35.15
2024-06-17,2,9,DHL,STANDARD,2.95,12.2,11.8,3.7,530.13,1310.53,9.04,18.89
2024-10-23,3,9,UPS,OVERNIGHT,7.09,22.1,16.8,10.4,3836.52,1062.4,1.88,35.23
2024-06-10,1,1,OnTrac,EXPRESS,4.4,19.2,16.1,5.5,1693.91,931.38,2.66,21.98
2024-06-14,7,9,OnTrac,ECONOMY,6.4,24.2,19.3,12.9,6017.21,1648.49,14.62,20.0
2024-01-10,6,3,FedEx,STANDARD,4.02,16.6,14.1,6.6,1545.58,385.08,6.78,18.22
2024-05-27,1,7,OnTrac,OVERNIGHT,0.92,9.2,6.9,2.1,132.85,1534.45,2.0,29.81
2024-08-08,4,2,USPS,EXPRESS,2.02,10.4,9.6,2.7,272.8,1191.95,3.25,14.73
2023-07-25,1,4,DHL,ECONOMY,4.95,15.1,13.0,7.5,1484.83,98.03,10.17,12.2
2024-07-12,9,4,DHL,EXPRESS,1.93,12.0,8.4,2.8,278.95,288.87,2.18,28.22
2024-04-09,6,6,UPS,EXPRESS,2.99,13.6,10.7,4.5,651.07,610.51,2.99,26.23
2024-10-29,4,7,FedEx,ECONOMY,3.51,17.4,13.1,5.0,1149.01,557.56,15.26,15.28
2023-11-24,3,7,Amazon_Logistics,ECONOMY,0.89,8.6,6.9,2.1,128.76,996.29,12.02,8.63
2024-09-26,9,6,UPS,STANDARD,2.78,15.8,12.4,8.1,1586.64,838.49,6.37,14.1
2023-12-05,7,3,FedEx,PRIORITY,0.75,10.2,10.4,2.1,223.06,952.3,3.98,16.37
2023-04-11,5,3,LaserShip,EXPRESS,6.58,25.0,19.1,15.7,7497.06,1830.33,3.12,21.19
2024-03-08,7,9,Amazon_Logistics,STANDARD,0.75,10.6,7.3,1.9,143.77,276.84,9.47,13.37
2024-02-02,4,6,FedEx,PRIORITY,3.74,14.0,12.1,7.1,1208.14,167.35,3.61,19.02
2023-11-20,2,9,DHL,PRIORITY,4.44,19.9,12.5,6.3,1579.88,1660.52,6.1,28.87
2024-08-17,7,1,USPS,PRIORITY,1.62,10.1,7.3,3.8,283.49,384.44,2.51,12.2
2024-08-18,9,4,LaserShip,ECONOMY,10.07,17.7,18.0,12.6,4006.71,425.69,9.01,12.84
2023-11-02,1,4,UPS,PRIORITY,2.57,12.7,11.3,3.5,496.28,1924.53,2.81,17.78
2024-03-05,4,4,USPS,STANDARD,6.04,26.1,17.6,12.1,5528.48,1831.1,6.04,15.52
2024-11-19,5,7,Amazon_Logistics,PRIORITY,10.19,30.3,16.0,14.6,7092.25,1071.96,4.84,27.45
2024-09-03,5,6,UPS,PRIORITY,1.0,10.4,8.3,2.0,171.04,1766.8,4.87,14.88
2023-06-07,8,6,DHL,OVERNIGHT,2.76,12.2,10.8,3.5,461.01,747.7,2.24,34.82
2023-05-21,4,3,DHL,OVERNIGHT,0.83,11.9,9.1,3.4,365.78,528.94,1.36,34.67
2024-10-27,7,5,Amazon_Logistics,ECONOMY,3.15,15.7,10.5,2.9,471.34,400.42,8.81,7.58
2024-11-23,4,8,FedEx,STANDARD,0.45,9.4,7.9,1.8,133.89,1312.67,7.92,16.35
2023-06-27,5,8,OnTrac,PRIORITY,4.99,17.0,10.6,7.8,1406.12,1286.97,5.77,19.1
2023-08-11,3,6,DHL,STANDARD,3.62,13.0,11.1,4.3,614.93,288.52,8.55,18.63
2023-07-15,3,9,Amazon_Logistics,STANDARD,4.14,16.1,13.7,8.5,1875.97,1914.9,9.98,16.12
2023-01-31,2,1,Amazon_Logistics,OVERNIGHT,1.64,11.5,8.6,3.1,307.91,830.66,1.32,24.45
2024-11-25,2,3,LaserShip,EXPRESS,1.78,14.0,10.0,3.1,431.7,445.25,2.36,16.93
2024-06-19,1,8,DHL,PRIORITY,4.35,18.9,11.7,7.0,1548.76,980.83,4.19,22.51
2024-01-21,9,7,USPS,ECONOMY,1.77,11.6,7.7,3.0,268.77,43.29,8.58,10.41
2023-06-21,9,5,OnTrac,PRIORITY,1.76,12.6,9.9,2.7,338.58,1009.41,3.73,15.86
2024-05-12,3,2,OnTrac,STANDARD,1.23,12.2,9.5,2.5,286.47,1053.53,7.39,7.6
2023-02-07,9,5,FedEx,EXPRESS,3.16,18.8,12.1,6.8,1539.51,541.98,2.71,27.23
2023-03-27,6,7,DHL,OVERNIGHT,7.58,22.3,19.0,12.5,5302.87,1134.35,1.68,40.0
2024-02-13,5,2,OnTrac,EXPRESS,4.74,16.6,10.1,8.1,1360.13,1983.43,2.93,20.17
2023-03-07,2,7,OnTrac,OVERNIGHT,9.04,23.2,19.3,12.6,5650.51,760.57,2.21,29.94
2023-07-05,1,3,DHL,OVERNIGHT,1.43,12.9,9.6,2.5,313.46,1004.72,1.53,33.95
2024-05-05,2,9,DHL,PRIORITY,1.11,12.4,10.3,3.5,444.85,467.24,5.78,23.72
2024-12-28,8,5,LaserShip,ECONOMY,1.81,12.5,10.0,3.9,485.91,1849.08,12.02,8.32
2024-06-07,9,1,OnTrac,PRIORITY,3.68,14.2,11.0,3.8,593.4,1858.25,3.03,16.77
2024-08-13,4,3,UPS,OVERNIGHT,2.9,16.8,10.3,8.4,1463.6,1643.6,1.52,33.8
2023-04-17,3,4,USPS,PRIORITY,0.72,9.4,8.1,2.6,197.05,1670.95,2.95,14.66
2023-10-24,6,7,DHL,ECONOMY,6.34,19.1,12.0,9.2,2117.01,288.5,9.96,18.48
2023-02-15,9,6,OnTrac,OVERNIGHT,1.24,13.5,10.5,3.3,461.09,204.39,2.55,24.13
2023-09-24,6,7,FedEx,OVERNIGHT,4.92,17.4,14.5,7.4,1863.69,68.96,1.74,36.49
2023-03-07,8,4,UPS,STANDARD,3.95,18.1,14.8,3.7,994.98,1110.55,6.37,12.32
2023-07-18,3,7,DHL,STANDARD,1.97,12.5,8.8,3.8,416.44,1546.61,7.47,16.68
2023-09-20,2,2,UPS,EXPRESS,3.56,17.9,13.4,6.2,1474.95,316.9,1.57,25.27
2023-04-26,7,6,OnTrac,EXPRESS,3.67,19.1,12.9,6.8,1676.41,222.04,3.4,23.91
2024-11-17,8,6,USPS,PRIORITY,4.03,17.9,14.6,5.5,1453.4,213.44,4.04,13.36
2023-08-21,7,8,USPS,EXPRESS,0.75,9.8,6.8,1.9,123.05,1113.93,3.02,16.91
2023-10-10,1,2,DHL,OVERNIGHT,3.65,17.9,14.7,6.8,1781.27,1112.9,1.07,34.32
2023-08-21,6,7,Amazon_Logistics,ECONOMY,1.11,11.4,8.7,2.7,263.02,590.78,10.01,9.29
2024-04-15,9,4,DHL,OVERNIGHT,0.65,10.6,7.6,1.9,150.15,1047.0,1.64,31.35
2024-02-26,3,3,OnTrac,STANDARD,4.45,19.0,11.5,5.7,1242.32,609.25,7.24,16.07
2023-12-13,2,3,DHL,EXPRESS,5.48,24.8,16.2,11.8,4757.51,559.16,2.6,31.84
2024-01-15,2,6,UPS,STANDARD,3.67,19.6,13.2,5.9,1532.39,1889.0,8.74,15.32
2023-05-16,4,8,OnTrac,STANDARD,1.61,14.2,9.7,3.2,444.57,279.62,9.21,9.89
2024-11-21,6,7,USPS,STANDARD,3.02,17.5,15.2,6.0,1582.37,886.04,7.24,15.04
2024-07-27,3,5,DHL,ECONOMY,3.89,20.2,13.9,6.9,1931.18,1210.39,7.15,14.13
2023-08-26,8,6,OnTrac,EXPRESS,2.63,16.2,10.7,3.9,667.47,1929.5,4.23,24.47
2023-07-19,8,4,UPS,PRIORITY,2.93,22.0,13.8,6.3,1898.72,758.35,4.79,15.88
2023-12-27,6,2,LaserShip,STANDARD,0.67,10.2,7.1,1.8,132.68,407.6,6.23,6.44
2024-11-27,9,1,Amazon_Logistics,EXPRESS,5.22,15.1,13.0,6.7,1312.11,928.63,2.81,18.45
2023-07-18,8,5,OnTrac,EXPRESS,5.19,14.9,11.7,9.4,1639.34,147.63,2.84,23.47
2023-08-01,8,3,LaserShip,STANDARD,4.69,14.2,12.8,8.5,1549.28,612.64,6.31,9.15
2024-01-16,7,7,UPS,EXPRESS,1.64,12.6,10.1,2.7,346.64,903.64,1.81,21.6
2023-10-03,7,9,Amazon_Logistics,STANDARD,0.69,10.0,7.3,1.7,124.63,1847.76,8.65,11.66
2023-10-02,9,1,LaserShip,STANDARD,4.58,14.0,11.0,5.5,840.52,1406.25,3.3,8.16
2023-12-14,2,2,LaserShip,ECONOMY,3.01,13.3,12.5,3.8,626.22,1318.63,10.36,3.82
2024-07-15,1,7,UPS,EXPRESS,7.5,19.4,14.3,6.5,1790.03,1931.78,1.81,32.18
2023-04-05,1,2,DHL,OVERNIGHT,3.84,17.5,14.4,6.0,1500.42,451.78,1.26,38.2
2023-08-13,9,4,OnTrac,ECONOMY,6.58,20.4,19.4,11.3,4432.43,754.5,9.68,15.15
2024-09-24,9,3,DHL,ECONOMY,4.84,17.0,14.5,5.3,1319.82,1995.43,11.05,14.64
2024-08-07,5,7,DHL,OVERNIGHT,1.89,11.8,9.6,3.0,344.59,240.98,1.76,37.97
